Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
134,,Albert Pujols\pujolal01,vs LHP,2021,72,146,,136,18,40,3,0,13,34,0,0,8,21,0.294,0.336,0.603,0.939,82,8,1,0,1,2,0,0.262,158,150
135,,Franmil Reyes\reyesfr01,vs LHP,2021,68,146,,127,21,33,6,0,9,22,2,0,18,43,0.26,0.356,0.52,0.876,66,3,1,0,0,3,0,0.32,110,137
136,,Javier Baez\baezja01,vs LHP,2021,74,144,,127,30,37,6,0,9,21,10,1,13,43,0.291,0.375,0.551,0.926,70,3,4,0,0,1,2,0.373,129,150
137,,Charlie Culberson\culbech01,vs LHP,2021,66,144,,133,15,46,12,2,4,17,3,1,6,24,0.346,0.376,0.556,0.932,74,2,1,3,1,1,0,0.396,173,151
138,,Tim Anderson\anderti01,vs LHP,2021,62,143,,138,22,44,9,1,4,16,2,1,5,30,0.319,0.343,0.486,0.828,67,3,0,0,0,1,2,0.385,105,124
139,,Jarred Kelenic\kelenja01,vs LHP,2021,63,143,,131,13,22,5,0,2,13,0,1,12,40,0.168,0.238,0.252,0.49,33,3,0,0,0,0,0,0.225,62,35
140,,Tyler Stephenson\stephty01,vs LHP,2021,72,143,,127,19,37,9,0,4,18,0,0,13,20,0.291,0.357,0.457,0.813,58,4,1,0,2,1,1,0.314,104,122
141,,Adam Duvall\duvalad01,vs LHP,2021,71,142,,129,13,23,5,0,6,24,0,0,13,48,0.178,0.254,0.357,0.61,46,0,0,0,0,1,0,0.227,63,65
142,,Sean Murphy\murphse01,vs LHP,2021,70,142,,124,17,24,4,0,5,15,0,0,12,38,0.194,0.282,0.347,0.629,43,2,4,0,2,0,2,0.229,78,72
143,,Christian Walker\walkech02,vs LHP,2021,70,142,,121,19,29,9,0,0,9,0,0,18,27,0.24,0.345,0.314,0.659,38,3,2,0,1,1,0,0.305,92,83
144,,Alex Bregman\bregmal01,vs LHP,2021,56,141,,120,19,36,5,0,4,19,0,0,19,19,0.3,0.397,0.442,0.839,53,3,1,0,1,4,0,0.327,117,130
145,,Nicky Lopez\lopezni01,vs LHP,2021,75,141,,125,20,36,3,2,1,15,4,0,9,20,0.288,0.336,0.368,0.704,46,2,1,4,2,0,1,0.33,89,94
146,,Andrew Vaughn\vaughan01,vs LHP,2021,69,141,,119,24,32,10,0,8,17,0,0,21,32,0.269,0.383,0.555,0.938,66,5,1,0,0,0,1,0.304,164,153
147,,Teoscar Hernandez\hernate01,vs LHP,2021,66,140,,129,29,48,12,0,12,38,3,3,8,28,0.372,0.407,0.744,1.151,96,1,1,0,2,0,2,0.396,160,207
148,,Wil Myers\myerswi01,vs LHP,2021,71,140,,118,20,32,9,0,4,11,4,2,21,32,0.271,0.379,0.449,0.828,53,3,0,0,1,2,0,0.337,117,127
149,,Darin Ruf\rufda01,vs LHP,2021,67,140,,113,17,32,6,1,9,21,1,0,24,28,0.283,0.414,0.593,1.007,67,4,2,0,1,2,2,0.299,122,172
150,,Leury Garcia\garcile02,vs LHP,2021,78,139,,124,14,35,7,1,1,20,2,0,7,33,0.282,0.319,0.379,0.698,47,4,1,4,3,0,0,0.366,96,91
